row_id,n_aspects,n_supported,n_matched,support_rate,match_rate,row_score
4964,1,1,0,1.0,0.0,0.0
4965,3,2,0,0.6667,0.0,0.0
4966,1,1,1,1.0,1.0,1.0
4967,2,1,0,0.5,0.0,0.0
4968,1,1,1,1.0,1.0,1.0
4969,1,0,0,0.0,0.0,0.0
4970,3,3,3,1.0,1.0,1.0
4971,2,0,0,0.0,0.0,0.0
4972,3,3,1,1.0,0.3333,0.3333
4973,2,2,1,1.0,0.5,0.5
4974,2,2,2,1.0,1.0,1.0
4975,2,2,1,1.0,0.5,0.5
4976,2,2,1,1.0,0.5,0.5
4977,1,0,0,0.0,0.0,0.0
4978,1,1,1,1.0,1.0,1.0
4979,2,1,1,0.5,0.5,0.5
4980,1,1,1,1.0,1.0,1.0
4981,1,1,1,1.0,1.0,1.0
4982,1,1,1,1.0,1.0,1.0
4983,2,2,2,1.0,1.0,1.0
4984,2,2,2,1.0,1.0,1.0
4985,1,1,1,1.0,1.0,1.0
4986,2,1,1,0.5,0.5,0.5
4987,3,3,1,1.0,0.3333,0.3333
4988,3,3,2,1.0,0.6667,0.6667
4989,2,1,0,0.5,0.0,0.0
4990,1,1,0,1.0,0.0,0.0
4991,3,2,2,0.6667,0.6667,0.6667
4992,2,2,1,1.0,0.5,0.5
4993,3,2,2,0.6667,0.6667,0.6667
4994,2,2,1,1.0,0.5,0.5
4995,1,1,1,1.0,1.0,1.0
4996,3,3,1,1.0,0.3333,0.3333
4997,2,2,2,1.0,1.0,1.0
4998,1,1,1,1.0,1.0,1.0
4999,2,2,1,1.0,0.5,0.5
5000,2,1,0,0.5,0.0,0.0
5001,1,1,1,1.0,1.0,1.0
5002,3,2,1,0.6667,0.3333,0.3333
5003,1,1,1,1.0,1.0,1.0
5004,1,1,1,1.0,1.0,1.0
5005,2,1,0,0.5,0.0,0.0
5006,3,3,1,1.0,0.3333,0.3333
5007,2,2,1,1.0,0.5,0.5
5008,2,1,1,0.5,0.5,0.5
5009,2,2,1,1.0,0.5,0.5
5010,3,2,1,0.6667,0.3333,0.3333
5011,1,1,1,1.0,1.0,1.0
5012,1,1,0,1.0,0.0,0.0
5013,1,0,0,0.0,0.0,0.0
5014,3,3,3,1.0,1.0,1.0
5015,3,3,2,1.0,0.6667,0.6667
5016,2,2,1,1.0,0.5,0.5
5017,2,2,1,1.0,0.5,0.5
5018,2,2,1,1.0,0.5,0.5
5019,2,0,0,0.0,0.0,0.0
5020,3,1,1,0.3333,0.3333,0.3333
5021,3,2,1,0.6667,0.3333,0.3333
5022,1,0,0,0.0,0.0,0.0
5023,2,2,2,1.0,1.0,1.0
5024,1,1,0,1.0,0.0,0.0
5025,2,2,1,1.0,0.5,0.5
5026,1,1,0,1.0,0.0,0.0
5027,2,2,1,1.0,0.5,0.5
5028,3,2,2,0.6667,0.6667,0.6667
5029,3,2,1,0.6667,0.3333,0.3333
5030,2,2,2,1.0,1.0,1.0
5031,1,1,0,1.0,0.0,0.0
5032,1,1,0,1.0,0.0,0.0
5033,2,2,1,1.0,0.5,0.5
5034,1,1,0,1.0,0.0,0.0
5035,3,3,3,1.0,1.0,1.0
5036,2,2,2,1.0,1.0,1.0
5037,2,2,1,1.0,0.5,0.5
5038,3,3,3,1.0,1.0,1.0
5039,2,2,2,1.0,1.0,1.0
5040,3,2,1,0.6667,0.3333,0.3333
5041,2,2,1,1.0,0.5,0.5
5042,2,1,0,0.5,0.0,0.0
5043,2,2,1,1.0,0.5,0.5
5044,1,1,1,1.0,1.0,1.0
5045,3,2,2,0.6667,0.6667,0.6667
5046,2,2,2,1.0,1.0,1.0
5047,3,3,2,1.0,0.6667,0.6667
5048,3,2,2,0.6667,0.6667,0.6667
5049,1,1,0,1.0,0.0,0.0
5050,2,1,0,0.5,0.0,0.0
5051,2,0,0,0.0,0.0,0.0
5052,3,3,1,1.0,0.3333,0.3333
5053,1,1,1,1.0,1.0,1.0
5054,2,2,1,1.0,0.5,0.5
5055,2,2,1,1.0,0.5,0.5
5056,3,2,2,0.6667,0.6667,0.6667
5057,2,1,1,0.5,0.5,0.5
5058,2,2,2,1.0,1.0,1.0
5059,1,1,0,1.0,0.0,0.0
5060,2,0,0,0.0,0.0,0.0
5061,2,1,0,0.5,0.0,0.0
5062,3,2,1,0.6667,0.3333,0.3333
5063,2,1,1,0.5,0.5,0.5
5064,2,1,0,0.5,0.0,0.0
5065,1,1,1,1.0,1.0,1.0
5066,1,1,1,1.0,1.0,1.0
5067,1,1,1,1.0,1.0,1.0
5068,2,2,1,1.0,0.5,0.5
5069,1,1,1,1.0,1.0,1.0
5070,2,2,1,1.0,0.5,0.5
5071,2,2,1,1.0,0.5,0.5
5072,3,1,1,0.3333,0.3333,0.3333
5073,2,2,1,1.0,0.5,0.5
5074,2,2,2,1.0,1.0,1.0
5075,3,2,1,0.6667,0.3333,0.3333
5076,1,0,0,0.0,0.0,0.0
5077,2,2,2,1.0,1.0,1.0
5078,3,2,1,0.6667,0.3333,0.3333
5079,3,3,3,1.0,1.0,1.0
5080,3,1,1,0.3333,0.3333,0.3333
5081,2,2,2,1.0,1.0,1.0
5082,3,2,2,0.6667,0.6667,0.6667
5083,3,3,1,1.0,0.3333,0.3333
5084,3,1,0,0.3333,0.0,0.0
5085,3,3,3,1.0,1.0,1.0
5086,3,2,1,0.6667,0.3333,0.3333
5087,3,2,1,0.6667,0.3333,0.3333
5088,1,1,1,1.0,1.0,1.0
5089,3,2,2,0.6667,0.6667,0.6667
5090,2,2,2,1.0,1.0,1.0
5091,3,3,3,1.0,1.0,1.0
5092,1,0,0,0.0,0.0,0.0
5093,3,3,0,1.0,0.0,0.0
5094,2,2,2,1.0,1.0,1.0
5095,1,1,1,1.0,1.0,1.0
5096,1,1,1,1.0,1.0,1.0
5097,2,2,1,1.0,0.5,0.5
5098,2,2,1,1.0,0.5,0.5
5099,1,1,0,1.0,0.0,0.0
5100,3,2,0,0.6667,0.0,0.0
5101,3,2,2,0.6667,0.6667,0.6667
5102,3,2,1,0.6667,0.3333,0.3333
5103,3,3,2,1.0,0.6667,0.6667
5104,2,2,0,1.0,0.0,0.0
5105,2,1,1,0.5,0.5,0.5
5106,3,3,3,1.0,1.0,1.0
5107,2,2,2,1.0,1.0,1.0
5108,2,2,2,1.0,1.0,1.0
5109,3,2,2,0.6667,0.6667,0.6667
5110,1,1,1,1.0,1.0,1.0
5111,1,1,1,1.0,1.0,1.0
5112,2,2,1,1.0,0.5,0.5
5113,1,1,1,1.0,1.0,1.0
5114,3,3,2,1.0,0.6667,0.6667
5115,3,1,0,0.3333,0.0,0.0
5116,3,3,1,1.0,0.3333,0.3333
5117,3,2,0,0.6667,0.0,0.0
5118,1,1,1,1.0,1.0,1.0
5119,2,1,1,0.5,0.5,0.5
5120,2,2,2,1.0,1.0,1.0
5121,2,2,1,1.0,0.5,0.5
5122,3,3,1,1.0,0.3333,0.3333
5123,1,1,0,1.0,0.0,0.0
5124,2,1,0,0.5,0.0,0.0
5125,1,1,1,1.0,1.0,1.0
5126,2,2,1,1.0,0.5,0.5
5127,3,2,1,0.6667,0.3333,0.3333
5128,2,2,1,1.0,0.5,0.5
5129,3,3,3,1.0,1.0,1.0
5130,3,3,2,1.0,0.6667,0.6667
5131,1,1,1,1.0,1.0,1.0
5132,1,1,1,1.0,1.0,1.0
5133,3,3,2,1.0,0.6667,0.6667
5134,2,2,2,1.0,1.0,1.0
5135,1,1,1,1.0,1.0,1.0
5136,2,2,1,1.0,0.5,0.5
5137,3,3,3,1.0,1.0,1.0
5138,3,3,3,1.0,1.0,1.0
5139,3,2,2,0.6667,0.6667,0.6667
5140,3,3,1,1.0,0.3333,0.3333
5141,2,1,0,0.5,0.0,0.0
5142,2,2,1,1.0,0.5,0.5
5143,3,2,0,0.6667,0.0,0.0
5144,1,1,1,1.0,1.0,1.0
5145,2,2,1,1.0,0.5,0.5
5146,1,1,1,1.0,1.0,1.0
5147,2,2,2,1.0,1.0,1.0
5148,1,1,0,1.0,0.0,0.0
5149,1,1,1,1.0,1.0,1.0
5150,2,2,1,1.0,0.5,0.5
5151,3,3,3,1.0,1.0,1.0
5152,3,1,1,0.3333,0.3333,0.3333
5153,1,1,1,1.0,1.0,1.0
5154,1,1,0,1.0,0.0,0.0
5155,3,2,2,0.6667,0.6667,0.6667
5156,2,2,2,1.0,1.0,1.0
5157,3,2,2,0.6667,0.6667,0.6667
5158,2,2,2,1.0,1.0,1.0
5159,1,1,1,1.0,1.0,1.0
5160,3,2,1,0.6667,0.3333,0.3333
5161,1,1,1,1.0,1.0,1.0
5162,1,1,0,1.0,0.0,0.0
5163,2,1,0,0.5,0.0,0.0
5164,1,1,1,1.0,1.0,1.0
5165,3,3,2,1.0,0.6667,0.6667
5166,2,1,0,0.5,0.0,0.0
5167,3,3,1,1.0,0.3333,0.3333
5168,2,2,1,1.0,0.5,0.5
5169,1,1,0,1.0,0.0,0.0
5170,1,0,0,0.0,0.0,0.0
5171,2,1,1,0.5,0.5,0.5
5172,3,3,3,1.0,1.0,1.0
5173,3,3,2,1.0,0.6667,0.6667
5174,1,1,0,1.0,0.0,0.0
5175,2,2,1,1.0,0.5,0.5
5176,2,2,1,1.0,0.5,0.5
5177,2,2,1,1.0,0.5,0.5
5178,2,2,1,1.0,0.5,0.5
5179,2,1,0,0.5,0.0,0.0
5180,1,1,1,1.0,1.0,1.0
5181,2,2,1,1.0,0.5,0.5
5182,1,1,0,1.0,0.0,0.0
5183,2,2,2,1.0,1.0,1.0
5184,3,3,3,1.0,1.0,1.0
5185,1,1,1,1.0,1.0,1.0
5186,1,1,1,1.0,1.0,1.0
5187,2,1,0,0.5,0.0,0.0
5188,2,1,1,0.5,0.5,0.5
5189,2,2,1,1.0,0.5,0.5
5190,3,2,2,0.6667,0.6667,0.6667
5191,3,3,1,1.0,0.3333,0.3333
5192,3,3,2,1.0,0.6667,0.6667
5193,2,2,2,1.0,1.0,1.0
5194,2,2,2,1.0,1.0,1.0
5195,2,2,2,1.0,1.0,1.0
5196,3,3,3,1.0,1.0,1.0
5197,1,1,1,1.0,1.0,1.0
5198,3,1,0,0.3333,0.0,0.0
5199,1,1,1,1.0,1.0,1.0
5200,1,0,0,0.0,0.0,0.0
5201,3,2,2,0.6667,0.6667,0.6667
5202,2,1,1,0.5,0.5,0.5
5203,2,2,1,1.0,0.5,0.5
5204,3,1,1,0.3333,0.3333,0.3333
5205,3,3,2,1.0,0.6667,0.6667
5206,3,3,1,1.0,0.3333,0.3333
5207,2,2,2,1.0,1.0,1.0
5208,2,2,2,1.0,1.0,1.0
5209,3,2,0,0.6667,0.0,0.0
5210,1,1,0,1.0,0.0,0.0
5211,2,2,2,1.0,1.0,1.0
5212,2,2,2,1.0,1.0,1.0
5213,3,2,1,0.6667,0.3333,0.3333
5214,2,1,1,0.5,0.5,0.5
5215,1,1,0,1.0,0.0,0.0
5216,1,1,1,1.0,1.0,1.0
5217,1,1,1,1.0,1.0,1.0
5218,1,1,1,1.0,1.0,1.0
5219,3,3,3,1.0,1.0,1.0
5220,2,0,0,0.0,0.0,0.0
5221,3,1,1,0.3333,0.3333,0.3333
5222,2,2,0,1.0,0.0,0.0
5223,2,2,2,1.0,1.0,1.0
5224,3,2,1,0.6667,0.3333,0.3333
5225,3,3,2,1.0,0.6667,0.6667
5226,1,1,1,1.0,1.0,1.0
5227,1,1,0,1.0,0.0,0.0
5228,3,3,3,1.0,1.0,1.0
5229,1,1,0,1.0,0.0,0.0
5230,3,3,1,1.0,0.3333,0.3333
5231,2,2,1,1.0,0.5,0.5
5232,3,2,2,0.6667,0.6667,0.6667
5233,1,1,0,1.0,0.0,0.0
5234,3,1,1,0.3333,0.3333,0.3333
5235,1,0,0,0.0,0.0,0.0
5236,2,2,1,1.0,0.5,0.5
5237,3,2,2,0.6667,0.6667,0.6667
5238,2,2,2,1.0,1.0,1.0
5239,3,3,2,1.0,0.6667,0.6667
5240,3,3,2,1.0,0.6667,0.6667
5241,3,1,1,0.3333,0.3333,0.3333
5242,2,2,0,1.0,0.0,0.0
5243,1,1,1,1.0,1.0,1.0
5244,3,2,2,0.6667,0.6667,0.6667
5245,2,2,2,1.0,1.0,1.0
5246,1,1,1,1.0,1.0,1.0
5247,1,1,0,1.0,0.0,0.0
5248,1,1,1,1.0,1.0,1.0
5249,1,1,1,1.0,1.0,1.0
5250,2,2,0,1.0,0.0,0.0
5251,1,0,0,0.0,0.0,0.0
5252,3,3,3,1.0,1.0,1.0
5253,3,3,2,1.0,0.6667,0.6667
5254,3,3,2,1.0,0.6667,0.6667
5255,3,2,1,0.6667,0.3333,0.3333
5256,2,2,2,1.0,1.0,1.0
5257,3,2,0,0.6667,0.0,0.0
5258,1,1,1,1.0,1.0,1.0
5259,2,1,1,0.5,0.5,0.5
5260,2,1,1,0.5,0.5,0.5
5261,2,2,2,1.0,1.0,1.0
5262,2,2,1,1.0,0.5,0.5
5263,2,2,1,1.0,0.5,0.5
5264,3,3,2,1.0,0.6667,0.6667
5265,2,2,0,1.0,0.0,0.0
5266,2,2,1,1.0,0.5,0.5
5267,1,1,1,1.0,1.0,1.0
5268,2,2,1,1.0,0.5,0.5
5269,2,2,1,1.0,0.5,0.5
5270,2,1,1,0.5,0.5,0.5
5271,3,3,2,1.0,0.6667,0.6667
5272,2,2,1,1.0,0.5,0.5
5273,3,3,3,1.0,1.0,1.0
5274,2,2,0,1.0,0.0,0.0
5275,3,2,1,0.6667,0.3333,0.3333
5276,2,1,1,0.5,0.5,0.5
5277,3,3,2,1.0,0.6667,0.6667
5278,2,2,2,1.0,1.0,1.0
5279,2,2,0,1.0,0.0,0.0
5280,3,3,1,1.0,0.3333,0.3333
5281,3,3,2,1.0,0.6667,0.6667
5282,1,1,1,1.0,1.0,1.0
5283,2,2,2,1.0,1.0,1.0
5284,3,3,2,1.0,0.6667,0.6667
5285,3,2,2,0.6667,0.6667,0.6667
5286,1,1,1,1.0,1.0,1.0
5287,3,3,2,1.0,0.6667,0.6667
5288,2,2,2,1.0,1.0,1.0
5289,3,2,2,0.6667,0.6667,0.6667
5290,3,3,3,1.0,1.0,1.0
5291,3,3,2,1.0,0.6667,0.6667
5292,3,3,2,1.0,0.6667,0.6667
5293,3,3,2,1.0,0.6667,0.6667
5294,2,2,2,1.0,1.0,1.0
5295,1,1,1,1.0,1.0,1.0
5296,3,3,2,1.0,0.6667,0.6667
5297,3,1,0,0.3333,0.0,0.0
5298,3,3,2,1.0,0.6667,0.6667
5299,2,2,2,1.0,1.0,1.0
5300,2,1,1,0.5,0.5,0.5
5301,3,2,1,0.6667,0.3333,0.3333
5302,3,3,2,1.0,0.6667,0.6667
5303,1,1,1,1.0,1.0,1.0
5304,2,2,1,1.0,0.5,0.5
5305,2,2,2,1.0,1.0,1.0
5306,2,2,1,1.0,0.5,0.5
5307,1,1,0,1.0,0.0,0.0
5308,3,3,1,1.0,0.3333,0.3333
5309,1,1,0,1.0,0.0,0.0
5310,2,2,0,1.0,0.0,0.0
5311,3,1,1,0.3333,0.3333,0.3333
5312,3,2,2,0.6667,0.6667,0.6667
5313,2,1,1,0.5,0.5,0.5
5314,1,1,1,1.0,1.0,1.0
5315,1,1,1,1.0,1.0,1.0
5316,1,1,1,1.0,1.0,1.0
5317,3,2,2,0.6667,0.6667,0.6667
5318,3,2,1,0.6667,0.3333,0.3333
5319,3,1,0,0.3333,0.0,0.0
5320,1,0,0,0.0,0.0,0.0
5321,3,3,0,1.0,0.0,0.0
5322,2,2,2,1.0,1.0,1.0
5323,3,2,2,0.6667,0.6667,0.6667
5324,1,1,0,1.0,0.0,0.0
5325,2,2,2,1.0,1.0,1.0
5326,2,1,1,0.5,0.5,0.5
5327,1,1,0,1.0,0.0,0.0
5328,1,1,1,1.0,1.0,1.0
5329,3,2,1,0.6667,0.3333,0.3333
5330,1,1,1,1.0,1.0,1.0
5331,3,2,2,0.6667,0.6667,0.6667
5332,1,1,0,1.0,0.0,0.0
5333,2,2,0,1.0,0.0,0.0
5334,3,3,2,1.0,0.6667,0.6667
5335,2,2,1,1.0,0.5,0.5
5336,2,2,2,1.0,1.0,1.0
5337,1,1,1,1.0,1.0,1.0
5338,3,3,3,1.0,1.0,1.0
5339,2,1,1,0.5,0.5,0.5
5340,1,1,1,1.0,1.0,1.0
5341,2,2,1,1.0,0.5,0.5
5342,2,2,1,1.0,0.5,0.5
5343,1,1,1,1.0,1.0,1.0
5344,2,2,2,1.0,1.0,1.0
5345,3,3,2,1.0,0.6667,0.6667
5346,2,1,1,0.5,0.5,0.5
5347,2,2,2,1.0,1.0,1.0
5348,1,1,0,1.0,0.0,0.0
5349,1,1,1,1.0,1.0,1.0
5350,1,1,1,1.0,1.0,1.0
5351,3,2,2,0.6667,0.6667,0.6667
5352,2,1,0,0.5,0.0,0.0
5353,2,2,1,1.0,0.5,0.5
5354,3,3,2,1.0,0.6667,0.6667
5355,2,2,2,1.0,1.0,1.0
5356,2,2,1,1.0,0.5,0.5
5357,2,2,1,1.0,0.5,0.5
5358,3,3,2,1.0,0.6667,0.6667
5359,2,1,1,0.5,0.5,0.5
5360,2,1,1,0.5,0.5,0.5
5361,1,1,1,1.0,1.0,1.0
5362,1,1,1,1.0,1.0,1.0
5363,3,2,2,0.6667,0.6667,0.6667
5364,2,2,2,1.0,1.0,1.0
5365,1,1,1,1.0,1.0,1.0
5366,2,2,2,1.0,1.0,1.0
5367,1,1,1,1.0,1.0,1.0
5368,2,1,0,0.5,0.0,0.0
5369,2,1,0,0.5,0.0,0.0
5370,2,2,1,1.0,0.5,0.5
5371,2,2,2,1.0,1.0,1.0
5372,3,2,2,0.6667,0.6667,0.6667
5373,2,2,2,1.0,1.0,1.0
5374,2,1,1,0.5,0.5,0.5
5375,2,1,1,0.5,0.5,0.5
5376,2,2,2,1.0,1.0,1.0
5377,2,2,1,1.0,0.5,0.5
5378,1,1,1,1.0,1.0,1.0
5379,2,2,2,1.0,1.0,1.0
5380,3,2,0,0.6667,0.0,0.0
5381,2,2,1,1.0,0.5,0.5
5382,2,2,1,1.0,0.5,0.5
5383,1,1,1,1.0,1.0,1.0
5384,3,3,1,1.0,0.3333,0.3333
5385,1,1,1,1.0,1.0,1.0
5386,3,3,3,1.0,1.0,1.0
5387,1,0,0,0.0,0.0,0.0
5388,2,2,2,1.0,1.0,1.0
5389,2,2,2,1.0,1.0,1.0
5390,1,1,0,1.0,0.0,0.0
5391,1,1,1,1.0,1.0,1.0
5392,3,3,2,1.0,0.6667,0.6667
5393,3,3,2,1.0,0.6667,0.6667
5394,1,1,1,1.0,1.0,1.0
5395,2,1,1,0.5,0.5,0.5
5396,3,2,1,0.6667,0.3333,0.3333
5397,3,3,1,1.0,0.3333,0.3333
5398,2,2,1,1.0,0.5,0.5
5399,1,1,1,1.0,1.0,1.0
5400,3,3,2,1.0,0.6667,0.6667
5401,3,3,1,1.0,0.3333,0.3333
5402,3,2,1,0.6667,0.3333,0.3333
5403,2,2,1,1.0,0.5,0.5
5404,3,1,1,0.3333,0.3333,0.3333
5405,2,1,0,0.5,0.0,0.0
5406,2,2,2,1.0,1.0,1.0
5407,2,1,0,0.5,0.0,0.0
5408,1,1,1,1.0,1.0,1.0
5409,1,1,1,1.0,1.0,1.0
5410,3,3,3,1.0,1.0,1.0
5411,1,1,1,1.0,1.0,1.0
5412,2,2,2,1.0,1.0,1.0
5413,1,1,1,1.0,1.0,1.0
5414,3,3,0,1.0,0.0,0.0
5415,1,1,0,1.0,0.0,0.0
5416,1,0,0,0.0,0.0,0.0
5417,1,1,1,1.0,1.0,1.0
5418,3,2,2,0.6667,0.6667,0.6667
5419,3,2,0,0.6667,0.0,0.0
5420,2,2,1,1.0,0.5,0.5
5421,2,1,0,0.5,0.0,0.0
5422,1,1,0,1.0,0.0,0.0
5423,2,2,1,1.0,0.5,0.5
5424,1,1,1,1.0,1.0,1.0
5425,2,2,2,1.0,1.0,1.0
5426,2,2,0,1.0,0.0,0.0
5427,3,3,1,1.0,0.3333,0.3333
5428,2,2,2,1.0,1.0,1.0
5429,3,3,3,1.0,1.0,1.0
5430,1,1,1,1.0,1.0,1.0
5431,3,3,3,1.0,1.0,1.0
5432,1,1,1,1.0,1.0,1.0
5433,1,1,1,1.0,1.0,1.0
5434,1,1,1,1.0,1.0,1.0
5435,2,2,0,1.0,0.0,0.0
5436,2,1,1,0.5,0.5,0.5
5437,1,1,1,1.0,1.0,1.0
5438,2,2,1,1.0,0.5,0.5
5439,1,0,0,0.0,0.0,0.0
5440,3,2,2,0.6667,0.6667,0.6667
5441,1,1,0,1.0,0.0,0.0
5442,2,2,2,1.0,1.0,1.0
5443,2,2,2,1.0,1.0,1.0
5444,2,2,1,1.0,0.5,0.5
5445,3,2,1,0.6667,0.3333,0.3333
5446,1,0,0,0.0,0.0,0.0
5447,2,1,0,0.5,0.0,0.0
5448,1,1,1,1.0,1.0,1.0
5449,2,2,0,1.0,0.0,0.0
5450,1,1,1,1.0,1.0,1.0
5451,3,2,1,0.6667,0.3333,0.3333
5452,2,2,2,1.0,1.0,1.0
5453,2,2,2,1.0,1.0,1.0
5454,2,2,2,1.0,1.0,1.0
5455,1,1,1,1.0,1.0,1.0
5456,2,2,1,1.0,0.5,0.5
5457,1,1,1,1.0,1.0,1.0
5458,1,1,0,1.0,0.0,0.0
5459,3,2,0,0.6667,0.0,0.0
5460,1,1,1,1.0,1.0,1.0
5461,2,2,1,1.0,0.5,0.5
5462,1,1,1,1.0,1.0,1.0
5463,3,1,1,0.3333,0.3333,0.3333
5464,3,2,2,0.6667,0.6667,0.6667
5465,2,2,2,1.0,1.0,1.0
5466,2,2,2,1.0,1.0,1.0
5467,1,1,1,1.0,1.0,1.0
5468,1,1,0,1.0,0.0,0.0
5469,2,1,1,0.5,0.5,0.5
5470,3,3,2,1.0,0.6667,0.6667
5471,3,2,1,0.6667,0.3333,0.3333
5472,2,2,1,1.0,0.5,0.5
5473,1,1,1,1.0,1.0,1.0
5474,2,2,0,1.0,0.0,0.0
5475,2,1,0,0.5,0.0,0.0
5476,1,1,1,1.0,1.0,1.0
5477,2,1,1,0.5,0.5,0.5
5478,2,2,2,1.0,1.0,1.0
5479,1,1,0,1.0,0.0,0.0
5480,1,0,0,0.0,0.0,0.0
5481,3,2,2,0.6667,0.6667,0.6667
5482,1,1,0,1.0,0.0,0.0
5483,1,1,0,1.0,0.0,0.0
5484,1,1,1,1.0,1.0,1.0
5485,2,1,1,0.5,0.5,0.5
5486,3,3,3,1.0,1.0,1.0
5487,2,1,1,0.5,0.5,0.5
5488,2,2,2,1.0,1.0,1.0
5489,3,3,3,1.0,1.0,1.0
5490,1,0,0,0.0,0.0,0.0
5491,2,1,1,0.5,0.5,0.5
5492,3,2,2,0.6667,0.6667,0.6667
5493,2,2,1,1.0,0.5,0.5
5494,3,3,3,1.0,1.0,1.0
5495,1,1,1,1.0,1.0,1.0
5496,3,2,1,0.6667,0.3333,0.3333
5497,2,2,1,1.0,0.5,0.5
5498,2,1,1,0.5,0.5,0.5
5499,2,2,2,1.0,1.0,1.0
5500,3,1,0,0.3333,0.0,0.0
5501,1,1,1,1.0,1.0,1.0
5502,1,1,1,1.0,1.0,1.0
5503,2,1,1,0.5,0.5,0.5
5504,2,2,1,1.0,0.5,0.5
5505,1,1,1,1.0,1.0,1.0
5506,2,2,1,1.0,0.5,0.5
5507,1,1,1,1.0,1.0,1.0
5508,3,3,2,1.0,0.6667,0.6667
5509,3,3,2,1.0,0.6667,0.6667
5510,2,2,1,1.0,0.5,0.5
5511,3,3,1,1.0,0.3333,0.3333
5512,2,1,0,0.5,0.0,0.0
5513,1,1,1,1.0,1.0,1.0
5514,3,1,0,0.3333,0.0,0.0
5515,3,3,3,1.0,1.0,1.0
5516,1,0,0,0.0,0.0,0.0
5517,3,2,0,0.6667,0.0,0.0
5518,3,3,3,1.0,1.0,1.0
5519,1,1,1,1.0,1.0,1.0
5520,3,2,0,0.6667,0.0,0.0
5521,2,1,0,0.5,0.0,0.0
5522,3,3,0,1.0,0.0,0.0
5523,2,2,1,1.0,0.5,0.5
5524,3,3,1,1.0,0.3333,0.3333
5525,2,2,1,1.0,0.5,0.5
5526,2,2,2,1.0,1.0,1.0
5527,3,3,3,1.0,1.0,1.0
5528,2,2,1,1.0,0.5,0.5
5529,3,3,2,1.0,0.6667,0.6667
5530,1,1,1,1.0,1.0,1.0
5531,2,1,1,0.5,0.5,0.5
5532,1,1,0,1.0,0.0,0.0
5533,3,3,0,1.0,0.0,0.0
5534,3,3,3,1.0,1.0,1.0
5535,2,2,0,1.0,0.0,0.0
5536,2,2,1,1.0,0.5,0.5
5537,2,2,2,1.0,1.0,1.0
5538,3,2,1,0.6667,0.3333,0.3333
5539,3,3,2,1.0,0.6667,0.6667
5540,1,1,1,1.0,1.0,1.0
5541,3,3,1,1.0,0.3333,0.3333
5542,1,1,1,1.0,1.0,1.0
5543,3,3,1,1.0,0.3333,0.3333
5544,1,1,0,1.0,0.0,0.0
5545,2,2,0,1.0,0.0,0.0
5546,3,3,1,1.0,0.3333,0.3333
5547,1,1,1,1.0,1.0,1.0
5548,1,1,1,1.0,1.0,1.0
5549,2,1,0,0.5,0.0,0.0
5550,3,1,1,0.3333,0.3333,0.3333
5551,1,1,1,1.0,1.0,1.0
5552,2,2,2,1.0,1.0,1.0
5553,3,3,1,1.0,0.3333,0.3333
5554,2,2,2,1.0,1.0,1.0
5555,1,1,1,1.0,1.0,1.0
5556,2,2,1,1.0,0.5,0.5
5557,1,0,0,0.0,0.0,0.0
5558,1,1,1,1.0,1.0,1.0
5559,2,1,0,0.5,0.0,0.0
5560,3,2,2,0.6667,0.6667,0.6667
5561,3,2,2,0.6667,0.6667,0.6667
5562,1,1,1,1.0,1.0,1.0
5563,1,1,0,1.0,0.0,0.0
5564,1,1,0,1.0,0.0,0.0
5565,1,1,1,1.0,1.0,1.0
5566,2,1,0,0.5,0.0,0.0
5567,3,3,2,1.0,0.6667,0.6667
5568,1,1,0,1.0,0.0,0.0
5569,3,2,2,0.6667,0.6667,0.6667
5570,3,3,3,1.0,1.0,1.0
5571,1,1,0,1.0,0.0,0.0
5572,1,1,1,1.0,1.0,1.0
5573,3,3,3,1.0,1.0,1.0
5574,1,1,1,1.0,1.0,1.0
5575,1,1,1,1.0,1.0,1.0
5576,3,3,3,1.0,1.0,1.0
5577,2,1,1,0.5,0.5,0.5
5578,3,3,1,1.0,0.3333,0.3333
5579,1,1,0,1.0,0.0,0.0
5580,2,2,0,1.0,0.0,0.0
5581,1,0,0,0.0,0.0,0.0
5582,2,1,1,0.5,0.5,0.5
5583,1,1,1,1.0,1.0,1.0
5584,2,2,1,1.0,0.5,0.5
5585,3,2,2,0.6667,0.6667,0.6667
5586,3,3,1,1.0,0.3333,0.3333
5587,1,1,1,1.0,1.0,1.0
5588,2,2,2,1.0,1.0,1.0
5589,1,1,1,1.0,1.0,1.0
5590,2,1,0,0.5,0.0,0.0
5591,2,2,1,1.0,0.5,0.5
5592,1,1,0,1.0,0.0,0.0
5593,3,3,3,1.0,1.0,1.0
5594,3,2,2,0.6667,0.6667,0.6667
5595,2,2,2,1.0,1.0,1.0
5596,2,2,2,1.0,1.0,1.0
5597,1,1,1,1.0,1.0,1.0
5598,3,3,1,1.0,0.3333,0.3333
5599,2,2,2,1.0,1.0,1.0
5600,2,2,0,1.0,0.0,0.0
5601,1,1,1,1.0,1.0,1.0
5602,1,1,1,1.0,1.0,1.0
5603,1,1,1,1.0,1.0,1.0
5604,1,1,1,1.0,1.0,1.0
5605,3,3,2,1.0,0.6667,0.6667
5606,3,3,1,1.0,0.3333,0.3333
5607,1,1,1,1.0,1.0,1.0
5608,1,1,1,1.0,1.0,1.0
5609,2,1,0,0.5,0.0,0.0
